name,lat,lon,population,state,district
Malout,30.21121,74.4818,81406,Punjab,Muktsar
Malaudh,30.63332,75.93565,7567,Punjab,Ludhiana
Malappuram,11.04199,76.08154,101386,Kerala,Malappuram
Mukandgarh,27.95208,75.22431,18469,Rajasthan,Jhunjhunu District
Makum,27.48652,95.43646,16923,Assam,Tinsukia
Maksi,23.25999,76.14567,20094,Madhya Pradesh,Shajapur
Makron,23.50671,76.0748,11678,Madhya Pradesh,Ujjain
Makrana,27.04361,74.72445,94487,Rajasthan,Nagaur District
Makhu,31.10335,74.99631,14658,Punjab,Firozpur
Makhjan,17.2698,73.50031,10000,Maharashtra,Ratnagiri
Majitha,31.75711,74.95891,14503,Punjab,Amritsar
Majholi,23.50114,79.92396,13210,Madhya Pradesh,Jabalpur
Majhiaon Kalan,24.32431,83.81613,18349,Jharkhand,Garhwa
Majhgawan,24.92131,80.80753,8290,Madhya Pradesh,Satna
Mairwa,26.23218,84.16349,23565,Bihar,Siwan
Mairang,25.56165,91.63602,14363,Meghalaya,Eastern West Khasi Hills
Mainpuri,27.22857,79.02882,94619,Uttar Pradesh,Mainpuri
Maindargi,17.45739,76.2932,12363,Maharashtra,Solapur
Mainaguri,26.56263,88.8204,29459,West Bengal,Jalpaiguri
Mailani,28.29088,80.3438,14212,Uttar Pradesh,Kheri
Maihar,24.26594,80.76063,40192,Madhya Pradesh,Satna
Maibong,25.30125,93.13811,8364,Assam,Dima Hasao District
Mahwa,27.04594,76.93152,24846,Rajasthan,Dausa
Mahuva,21.09007,71.76904,98519,Gujarat,Bhavnagar
Mahur,25.18305,93.11342,7176,Assam,Dima Hasao District
Mahudha,22.82082,72.94032,17722,Gujarat,Kheda
Mahroni,24.58624,78.72771,8898,Uttar Pradesh,Lalitpur
Maholi,27.66368,80.47371,19343,Uttar Pradesh,Sitapur
Mahoba,25.2905,79.87533,89170,Uttar Pradesh,Mahoba
Mahmudabad,27.29191,81.11775,45921,Uttar Pradesh,Sitapur
Mahishadal,22.18616,87.98072,17988,West Bengal,Purba Medinipur
Mahgawan,26.49471,78.61593,21335,Madhya Pradesh,Bhind
Maheshwar,22.17592,75.58715,24411,Madhya Pradesh,Khargone
Mahesana,23.59864,72.38472,190753,Gujarat,Mahesana
Mahendragarh,28.26935,76.15253,29128,Haryana,Mahendragarh
Mahemdavad,22.82359,72.75551,35368,Gujarat,Kheda
Mahe,11.70172,75.53474,41816,Kerala,
Mahbubnagar,16.74385,77.98597,190400,Telangana,Mahbubnagar
Mahbubabad,17.59728,80.00207,42851,Telangana,Mahabubabad
Mahasamund,21.10743,82.0948,54413,Chhattisgarh,Mahasamund
Maharaganj,27.14456,83.56214,30548,Uttar Pradesh,Maharajganj
Maharajganj,26.38126,81.27436,6442,Uttar Pradesh,District Raebareli
Bishunpur Urf Maharajganj,26.25914,83.11643,7499,Uttar Pradesh,Azamgarh
Maharajgani,26.11017,84.50365,24282,Bihar,Siwan
Maham,28.96912,76.29495,20484,Haryana,Rohtak
Mahalpur,31.36185,76.03774,11360,Punjab,Hoshiarpur
Mahalingpur,16.3888,75.10873,36055,Karnataka,Bagalkot
Mahagama,25.03425,87.31867,10969,Jharkhand,Godda
Mahad,18.08333,73.41667,27536,Maharashtra,Raigarh
Mahaban,27.43262,77.74338,9514,Uttar Pradesh,Mathura
Mahabaleshwar,17.56,73.4,13598,Maharashtra,Ratnagiri
Maghar,26.75586,83.12773,17011,Uttar Pradesh,Sant Kabir Nagar
Magarlor,20.74945,81.85151,6280,Chhattisgarh,Dhamtari
Magam,34.09256,74.59016,5470,Jammu and Kashmir,Baramula
Magadi,12.95706,77.22374,27605,Karnataka,Ramanagara
Madurantakam,12.51167,79.88485,30796,Tamil Nadu,Chengalpattu district
Madurai,9.919,78.11953,1465625,Tamil Nadu,Madurai
Madukkur,10.48098,79.39939,16266,Tamil Nadu,Thanjavur
Madukkarai,10.90568,76.96344,30357,Tamil Nadu,Coimbatore
Madugula,17.91589,82.81578,14741,Andhra Pradesh,Anakapalli
Chennai,13.08784,80.27847,4681087,Tamil Nadu,Chennai
Madkai,15.41416,73.93982,6215,Goa,North Goa
Madikeri,12.42602,75.7382,33540,Karnataka,Kodagu
Madhyamgram,22.68944,88.44594,161126,West Bengal,North 24 Parganas
Madhupur,24.27419,86.63929,55238,Jharkhand,Deogarh
Madhugiri,13.66035,77.21239,29159,Karnataka,Tumkur
Madhubani,26.35367,86.07169,75736,Bihar,Madhubani
Madhuban,26.43864,85.13573,17510,Bihar,Purba Champaran
Madhogarh,26.27522,79.1859,10530,Uttar Pradesh,District Jalaun
Madhogarh,24.56401,80.91126,5249,Madhya Pradesh,Satna
Madhoganj,27.11807,80.14058,10299,Uttar Pradesh,Hardoi
Madhepura,25.92127,86.79271,54472,Bihar,Madhepura
Madgaon,15.27501,73.95786,87650,Goa,South Goa
Maddur,12.58283,77.04294,28754,Karnataka,Mandya
Madattukkulam,10.55869,77.36597,20620,Tamil Nadu,Tiruppur
Madanpur,23.00589,88.49168,12959,West Bengal,Nadia
Madanapalle,13.5503,78.50288,180180,Andhra Pradesh,Annamayya
Machilipatnam,16.18747,81.13888,192827,Andhra Pradesh,Krishna
Machhlishahr,25.68564,82.41106,25247,Uttar Pradesh,Jaunpur
Machhiwara,30.91557,76.20016,24916,Punjab,Ludhiana
Macherla,16.47635,79.43533,57290,Andhra Pradesh,Palnadu
Machalpur,24.12767,76.31672,9476,Madhya Pradesh,Rajgarh
Lunglei,22.89247,92.74218,57011,Mizoram,Lunglei
Lunavada,23.12841,73.61043,36954,Gujarat,Mahisagar
Loisinga,20.86667,83.51667,6220,Odisha,Balangir
Ludhiana,30.91204,75.85379,1618879,Punjab,Ludhiana
Lucknow,26.83928,80.92313,2472011,Uttar Pradesh,Lucknow District
Luckeesarai,25.1765,86.0947,99979,Bihar,Lakhisarai
Losal,27.4,74.91667,28504,Rajasthan,Sikar District
Lormi,22.27434,81.70181,15156,Chhattisgarh,Mungeli
Loni,28.75143,77.29023,516082,Uttar Pradesh,Ghaziabad
Londa,15.46907,74.51906,6131,Karnataka,Belgaum
Lonavla,18.75275,73.40575,58562,Maharashtra,Pune Division
Lonar,19.98533,76.52046,23416,Maharashtra,Buldhana
Lonand,18.04041,74.18719,18723,Maharashtra,Satara Division
Lohogaon,18.59921,73.92701,13529,Maharashtra,Pune Division
Loharu,28.42993,75.80779,13937,Haryana,Bhiwani
Lohardaga,23.43305,84.67992,57411,Jharkhand,Lohardaga
Lohara,21.85,81.13333,7017,Chhattisgarh,Kabeerdham
Lohara,20.38983,78.09027,22664,Maharashtra,Yavatmal
Lohaghat,29.40356,80.08965,6758,Uttarakhand,Champawat
Lodhikheda,21.58235,78.85911,9994,Madhya Pradesh,Chhindwara
Lingsugur,16.15876,76.52174,35411,Karnataka,Raichur
Limbdi,22.56507,71.81076,42769,Gujarat,Surendranagar
Lilia,21.53678,71.36362,10359,Gujarat,Amreli
Leteri,24.05979,77.40858,15519,Madhya Pradesh,Vidisha
Lelanga,22.39197,83.58078,8208,Chhattisgarh,Raigarh
Leh,34.16504,77.58402,37475,Ladakh,Leh
Lawngtlai,22.53254,92.89902,20830,Mizoram,Lawngtlai
Loha,18.94484,77.11553,24125,Maharashtra,Nanded
Lawar Khas,29.11091,77.77767,19556,Uttar Pradesh,Meerut
Lawan,21.64137,82.34123,8984,Chhattisgarh,Baloda Bazar
Lauri,25.13962,80.00112,22002,Madhya Pradesh,Chhatarpur
Laungowal,30.19393,75.68089,21880,Punjab,Sangrur
Latur,18.39721,76.56784,382940,Maharashtra,Latur
Lathi,21.7231,71.38843,22745,Gujarat,Amreli
Latehar,23.74423,84.49984,26981,Jharkhand,Latehar
Lasalgaon,20.1427,74.23946,17360,Maharashtra,Nashik Division
Lar,26.20394,83.96906,26688,Uttar Pradesh,Deoria
Lansdowne,29.84183,78.68014,8198,Uttarakhand,Garhwal
Lanji,21.50175,80.54059,13558,Madhya Pradesh,Balaghat
Lanja,16.86086,73.54993,14377,Maharashtra,Ratnagiri
Lalsot,26.55951,76.32915,34363,Rajasthan,Dausa
Lalpur,22.19073,69.96351,15076,Gujarat,Jamnagar
Lalitpur,24.69007,78.41915,126475,Uttar Pradesh,Lalitpur
Lalgudi,10.87419,78.81935,23740,Tamil Nadu,Tiruchirappalli
Lalgola,24.42244,88.25238,28442,West Bengal,Murshidabad
Lalganj,25.93182,81.70478,23728,Uttar Pradesh,District Pratapgarh
Lalganj,25.86894,85.17394,37098,Bihar,Vaishali
Lalam,9.71667,76.7,8571,Kerala,Kottayam
Lala,24.55418,92.61592,11771,Assam,Hailakandi
Lakshmeshwar,15.12689,75.46935,36754,Karnataka,Gadag
Lakshettipet,18.86667,79.21667,11322,Telangana,Mancherial
Laksar,29.7587,78.04148,19270,Uttarakhand,Haridwar
Lakhyabad,23.66667,86.66667,33162,West Bengal,Puruliya
Lakhtar,22.85683,71.78844,14534,Gujarat,Surendranagar
Lakhnadon,22.60049,79.60094,17302,Madhya Pradesh,Seoni
Lakhna,26.64822,79.1477,11389,Uttar Pradesh,District Etawah
Lakhipur,26.03001,90.30611,15633,Assam,Goalpara
Lakhipur,24.79281,93.0091,12871,Assam,Cachar
Lakhimpur,27.94822,80.77935,140223,Uttar Pradesh,Kheri
Lakheri,25.67237,76.17692,29572,Rajasthan,Bundi District
Lakhanpur,22.98791,83.03563,6270,Chhattisgarh,Surguja
Lakema,25.56743,93.76056,5084,Nagaland,Peren
Laharpur,27.70827,80.90256,55911,Uttar Pradesh,Sitapur
Lahar,26.19401,78.94137,35674,Madhya Pradesh,Bhind
Ladwa,29.9935,77.04563,28887,Haryana,Kurukshetra
Ladnun,27.65312,74.39993,65575,Rajasthan,Nagaur District
Ladhaura,25.07295,78.8675,12974,Madhya Pradesh,Tikamgarh
Laxmangarh,27.82294,75.02754,53392,Rajasthan,Sikar District
Kyelang,32.5717,77.02448,14182,Himachal Pradesh,Lahul and Spiti
Kuzhithurai,8.31792,77.19192,21307,Tamil Nadu,Kanniyakumari
Kuttuparamba,11.82775,75.5659,29619,Kerala,Kannur
Kuttippuram,10.84246,76.03077,25750,Kerala,Malappuram
Kuttankuli,8.21743,77.78109,5118,Tamil Nadu,Tirunelveli Kattabo
Koothanallur,10.7199,79.5157,25423,Tamil Nadu,Thiruvarur
Kuttampuzha,10.15033,76.73544,25436,Kerala,Ernakulam
Kuthalam,11.07431,79.56222,16125,Tamil Nadu,Mayiladuthurai district
Kutiyana,21.6241,69.98494,16877,Gujarat,Porbandar
Kutiatodu,9.8,76.33333,23669,Kerala,Alappuzha
Kusmi,23.28391,83.9083,7448,Chhattisgarh,Balrampur
Kushtagi,15.75623,76.19112,24878,Karnataka,Koppal
Kushalnagar,12.45795,75.95904,15326,Karnataka,Kodagu
Kushalgarh,23.19899,74.45074,10666,Rajasthan,Banswara District
Kurud,20.83073,81.72212,13783,Chhattisgarh,Dhamtari
Kurnool,15.82887,78.03602,460184,Andhra Pradesh,Kurnool
Kurkhera,20.61811,80.20851,7430,Maharashtra,Gadchiroli
Kurinjippadi,11.55028,79.59066,39514,Tamil Nadu,Cuddalore
Kurgunta,17.19321,77.35772,8682,Karnataka,Gulbarga
Kurduvadi,18.09339,75.41567,23131,Maharashtra,Solapur
Kurara,25.98046,79.98984,12730,Uttar Pradesh,District Hamirpur
Kurandvad,16.68317,74.58892,22372,Maharashtra,Kolhapur
Kurali,30.83424,76.57677,31060,Punjab,Ajitgarh
Kuppam,12.74931,78.34189,21963,Andhra Pradesh,Chittoor
Kunnattur,12.34782,78.51046,7326,Tamil Nadu,Krishnagiri
Kunnattur,11.27275,77.41074,8774,Tamil Nadu,Tiruppur
Kunnamkulam,10.64667,76.06695,63903,Kerala,Thrissur District
Kunnamangalam,11.30459,75.87772,47396,Kerala,Kozhikode
Kunkuri,22.74199,83.95099,13846,Chhattisgarh,Jashpur
Kunigal,13.02319,77.02518,34155,Karnataka,Tumkur
Kundla,21.34222,71.30633,76809,Gujarat,Amreli
Kundgol,15.25612,75.24735,18726,Karnataka,Dharwad
Kundarkhi,28.68304,78.78559,27197,Uttar Pradesh,Moradabad
Kunda,25.71702,81.51396,24948,Uttar Pradesh,District Pratapgarh
Kumta,14.42853,74.4189,36719,Karnataka,Uttar Kannada
Kumsi,14.05455,75.39992,6468,Karnataka,Shimoga
Kumher,27.31657,77.37079,23540,Rajasthan,Bharatpur
Kumhari,21.26667,81.51667,38334,Chhattisgarh,Durg
Kumbhraj,24.37338,77.04841,19707,Madhya Pradesh,Guna
Kumbalgod,12.87915,77.44645,10178,Karnataka,Bangalore Urban
Kumbakonam,10.96209,79.39124,167155,Tamil Nadu,Thanjavur
Kumarmunda,22.3,84.78333,9043,Odisha,Sundargarh
Kumaralingam,10.48936,77.3499,13642,Tamil Nadu,Tiruppur
Kulu,31.95835,77.10823,19831,Himachal Pradesh,Kulu
Kulti,23.73166,86.84372,305405,West Bengal,Paschim Bardhaman
Kulpahar,25.32007,79.63931,18976,Uttar Pradesh,Mahoba
Kullada,19.96939,84.6329,5645,Odisha,Ganjam
Kulittalai,10.93487,78.41251,27910,Tamil Nadu,Karur
Kulgam,33.64456,75.01923,23584,Jammu and Kashmir,Kulgam
Kulattur,10.70516,78.55068,11083,Tamil Nadu,Tiruchirappalli
Kulattur,9.0032,78.1928,10632,Tamil Nadu,Thoothukkudi
Kulasegaram,8.36319,77.29777,17267,Tamil Nadu,Kanniyakumari
Kukshi,22.20677,74.75788,28331,Madhya Pradesh,Dhar
Kukkudakhandi,19.39361,84.755,7361,Odisha,Ganjam
Kukdeshwar,24.48285,75.26755,11956,Madhya Pradesh,Neemuch
Kukatpally,17.48486,78.41376,341709,Telangana,Medchal Malkajgiri
Kuju,23.72536,85.51023,21356,Jharkhand,Ramgarh
Kudligi,14.905,76.38527,26680,Karnataka,Vijayanagar
Kodavasal,10.86163,79.47965,14639,Tamil Nadu,Thiruvarur
Kudal,16.01148,73.68867,16015,Maharashtra,Sindhudurg
Kudachi,16.62784,74.85408,23154,Karnataka,Belgaum
Kuchera,26.98747,73.97108,23468,Rajasthan,Nagaur District
Kuchaman,27.14745,74.85655,61969,Rajasthan,Nagaur District
Rairangpur,22.26675,86.17385,34929,Odisha,Mayurbhanj
Krishnarajpet,12.66621,76.4877,25946,Karnataka,Mandya
Krishnarajasagara,12.43976,76.38276,35805,Karnataka,Mysore
Krishnanagar,23.40576,88.49073,145926,West Bengal,Nadia
Krishnagiri,12.51921,78.21382,71323,Tamil Nadu,Krishnagiri
Kozhikode,11.24802,75.7804,550440,Kerala,Kozhikode
Kozhancheri,9.35,76.7,12021,Kerala,Pattanamtitta
Koynanagar,17.4,73.76667,28091,Maharashtra,Satara Division
Kovvur,17.0162,81.72934,40379,Andhra Pradesh,East Godavari
Kovur,14.5005,79.98518,35600,Andhra Pradesh,Nellore
Kovilpatti,9.17167,77.86989,95057,Tamil Nadu,Thoothukkudi
Kovalam,8.36667,76.99667,6000,Kerala,
Kotwa,25.0308,81.31908,13916,Madhya Pradesh,Rewa
Kotturu,14.82442,76.22005,26289,Karnataka,Vijayanagar
Kottayam,11.82519,75.54779,19176,Kerala,Kannur
Kottayam,9.58692,76.52132,55374,Kerala,Kottayam
Kottavalasa,17.89044,83.1907,14321,Andhra Pradesh,Vizianagaram District
Kottarakara,9.00359,76.77383,29788,Kerala,Kollam
Kottapalli,18.49543,79.0943,9899,Telangana,Karimnagar
Kottakkal,11.00089,76.00618,44382,Kerala,Malappuram
Kottaiyur,10.10956,78.7956,14766,Tamil Nadu,Sivaganga
Kottagudem,17.55106,80.61779,79819,Telangana,Bhadradri Kothagudem
Kothri Kalan,23.07219,76.8296,10526,Madhya Pradesh,Sehore
Kotra,25.8077,79.30909,8534,Uttar Pradesh,District Jalaun
Kotputli,27.70207,76.19911,49202,Rajasthan,Jaipur
Kotma,23.20383,81.97904,31756,Madhya Pradesh,Anuppur
Kot Kapura,30.58061,74.82609,91979,Punjab,Faridkot
Kot Isa Khan,30.94659,75.1378,12800,Punjab,Moga
Kothi,24.7526,80.77751,8793,Madhya Pradesh,Satna
Kotharia,22.23436,70.81903,53794,Gujarat,Rajkot
Kothakota,16.38002,77.94004,19042,Telangana,Wanaparthy
Kot Fatah,30.11316,75.0867,7412,Punjab,Bathinda
Kotdwara,29.74612,78.52219,27009,Uttarakhand,Garhwal
Kotba,22.43943,83.73999,6805,Chhattisgarh,Jashpur
Kotar,24.69802,80.98073,7520,Madhya Pradesh,Satna
Kotaparh,19.14256,82.32536,16326,Chhattisgarh,
Kotamangalam,10.06435,76.62843,38837,Kerala,Ernakulam
Kotagiri,11.42072,76.86035,28848,Tamil Nadu,Nilgiris
Kota,25.18254,75.83907,1001694,Rajasthan,Kota
Kota,24.44643,83.13063,14632,Uttar Pradesh,Sonbhadra
Kota,22.29507,82.02366,18405,Chhattisgarh,Bilaspur
Kosigi,15.8551,77.24463,15455,Andhra Pradesh,Kurnool
Kosi,27.79449,77.4368,52492,Uttar Pradesh,Mathura
Kosamba,21.46202,72.95842,33221,Gujarat,Surat
Korwai,24.11774,78.04007,15136,Madhya Pradesh,Vidisha
Korukollu,16.5,81.25,8543,Andhra Pradesh,Eluru
Koregaon,18.64573,74.05909,25846,Maharashtra,Pune Division
Koregaon,17.69915,74.16252,24690,Maharashtra,Satara Division
Korba,22.3458,82.69633,419146,Chhattisgarh,Korba
Koratla,18.82154,78.71186,66504,Telangana,Jagitial
Koratagere,13.522,77.2373,15265,Karnataka,Tumkur
Koraput,18.81199,82.71048,47468,Odisha,Koraput
Koradi,21.24758,79.10575,6321,Maharashtra,Nagpur Division
Koradacheri,10.77019,79.49158,6450,Tamil Nadu,Thiruvarur
Koppal,15.34522,76.15478,70698,Karnataka,Koppal
Koppa,13.53044,75.36329,5124,Karnataka,Chikmagalur
Kopargaon,19.88239,74.47605,65273,Maharashtra,Ahmadnagar
Kopaganj,26.01923,83.5663,33539,Uttar Pradesh,Mau
Konta,17.80492,81.38666,7038,Telangana,Khammam
Konnur,16.20138,74.74886,19386,Karnataka,Belgaum
Konnagar,22.70508,88.34446,76082,West Bengal,Hugli
Konganapuram,11.57105,77.9004,9286,Tamil Nadu,Salem
Kondotty,11.1423,75.9657,28794,Kerala,Malappuram
Kondapalle,16.61989,80.54244,38714,Andhra Pradesh,NTR
Kondalwadi,18.80727,77.77031,14770,Maharashtra,Nanded
Kondagaon,19.59083,81.664,30921,Chhattisgarh,Kondagaon
Konch,25.99451,79.15127,52773,Uttar Pradesh,District Jalaun
Konarka,19.89021,86.09761,16834,Odisha,Puri
Konanur,12.63016,76.05037,9555,Karnataka,Hassan
Kombai,9.84745,77.29603,15960,Tamil Nadu,Theni
Kolasib,24.22388,92.67869,25000,Mizoram,Kolasib district
Kollegal,12.15449,77.11051,57149,Karnataka,Chamrajnagar
Kolhapur,16.69563,74.23167,549236,Maharashtra,Kolhapur
Kolayat,27.83815,72.95975,9684,Rajasthan,Bikaner District
Kolaras,25.21928,77.61167,19781,Madhya Pradesh,Shivpuri
Kolar,13.13768,78.12999,138462,Karnataka,Kolar
Colachel,8.17938,77.25818,23227,Tamil Nadu,Kanniyakumari
Kokrajhar,26.40107,90.27286,34136,Assam,Kokrajhar
Koira,21.90494,85.24208,6763,Odisha,Sundargarh
Kohima,25.67467,94.11099,99039,Nagaland,Kohima
Koelwar,25.58055,84.79751,25494,Bihar,Bhojpur
Kodungallur,10.23263,76.19513,60190,Kerala,Thrissur District
Kodumudi,11.07751,77.88363,13225,Tamil Nadu,Erode
Kodoli,16.87639,74.1909,17537,Maharashtra,Kolhapur
Kodinar,20.79393,70.70216,41492,Gujarat,Gir Somnath
Kodigenahalli,13.72136,77.38629,5727,Karnataka,Tumkur
Kodarma,24.46753,85.59397,24633,Jharkhand,Kodarma
Kodar,16.9985,79.9656,64234,Telangana,Suryapet
Kodala,19.62425,84.94075,13965,Odisha,Ganjam
Kodaikanal,10.23925,77.48932,36501,Tamil Nadu,Dindigul
Kuchinda,21.74356,84.34848,15576,Odisha,Sambalpur
Koch Bihar,26.32539,89.44508,78737,West Bengal,Cooch Behar District
Koath,25.32643,84.25983,18890,Bihar,Rohtas
Kizhake Chalakudi,10.30067,76.33763,49525,Kerala,Thrissur District
Kithor,28.86684,77.93861,25262,Uttar Pradesh,Meerut
Kishtwar,33.31346,75.76726,20553,Jammu and Kashmir,Kishtwar
Kishni,27.02487,79.262,9852,Uttar Pradesh,Mainpuri
Kishanpur,25.64232,81.0227,6104,Uttar Pradesh,Fatehpur
Kishangarh,27.81889,76.72972,10288,Rajasthan,Alwar
Renwal,27.15767,75.35808,29201,Rajasthan,Jaipur
Kishangarh,26.59006,74.85397,154886,Rajasthan,Ajmer
Kishanganj,26.10224,87.95534,105782,Bihar,Kishanganj
Kirnapur,21.62592,80.33142,6137,Madhya Pradesh,Balaghat
Kiri Buru,22.08333,85.35,9719,Odisha,Kendujhar
Kiratpur,29.50671,78.20613,60223,Uttar Pradesh,Bijnor
Kiraoli,27.13768,77.78516,21024,Uttar Pradesh,Agra
Ulundurpet,11.69099,79.2873,23734,Tamil Nadu,Kallakurichi district
Kiranur,10.59395,77.50315,6487,Tamil Nadu,Dindigul
Kiranur,10.56988,78.78682,11667,Tamil Nadu,Pudukkottai
Kirakat,25.63745,82.91596,14034,Uttar Pradesh,Jaunpur
Kinwat,19.62557,78.1987,28454,Maharashtra,Nanded
Kinattukkadavu,10.82248,77.01962,8653,Tamil Nadu,Coimbatore
Kilvelur,10.76721,79.74186,8272,Tamil Nadu,Nagapattinam
Kichha,28.91154,79.52009,34904,Uttarakhand,Udham Singh Nagar
Kiadgira,17.25255,77.43337,6711,Telangana,Vikarabad
Khutar,28.20307,80.27046,15618,Uttar Pradesh,Shajahanpur
Khusropur,25.48174,85.38492,15731,Bihar,Patna
Khurja,28.25382,77.85535,105909,Uttar Pradesh,Bulandshahr
Khordha,20.18268,85.61629,46205,Odisha,Khordha
Khurai,24.04372,78.33014,51108,Madhya Pradesh,Sagar
Khunti,23.07602,85.27818,36390,Jharkhand,Khunti
Khuldabad,20.00671,75.19245,15749,Maharashtra,Aurangabad
Khujner,23.78597,76.61773,10785,Madhya Pradesh,Rajgarh
Khudaganj,28.14607,79.71472,12636,Uttar Pradesh,Shajahanpur
Khreuh,34.01886,74.99914,9851,Jammu and Kashmir,Pulwama
Khowai,24.07964,91.59972,20046,Tripura,Khowai
Khopoli,18.78562,73.34589,71141,Maharashtra,Raigarh
Khonsa,27.01667,95.56667,10187,Arunachal Pradesh,Tirap
Khirkiya,22.16732,76.86137,22737,Madhya Pradesh,Harda
Khilchipur,24.03943,76.578,18928,Madhya Pradesh,Rajgarh
Khetri,28.00069,75.78644,18209,Rajasthan,Jhunjhunu District
Khetia,21.67124,74.58535,15744,Maharashtra,
Kherwara,23.98588,73.59493,7581,Rajasthan,Udaipur
Kheri,27.90354,80.79754,26327,Uttar Pradesh,Kheri
Kheralu,23.88534,72.61869,21843,Gujarat,Mahesana
Khem Karan,31.14443,74.55938,13446,Punjab,Tarn Taran
Khekra,28.86586,77.2841,42408,Uttar Pradesh,Baghpat
Khedbrahma,24.0299,73.04632,29402,Gujarat,Sabarkantha
Kheda,22.75218,72.68533,25575,Gujarat,Kheda
Khed,18.33811,73.84677,7370,Maharashtra,Pune Division
Khed,17.71888,73.39693,16892,Maharashtra,Ratnagiri
Khaur,32.6027,74.80918,6690,Jammu and Kashmir,Jammu
Khatra,22.97617,86.85462,16484,West Bengal,Bankura
Khatima,28.92134,79.97075,15714,Uttarakhand,Udham Singh Nagar
Khategaon,22.59573,76.9133,25413,Madhya Pradesh,Dewas
Khatauli,29.27844,77.73302,64731,Uttar Pradesh,Muzaffarnagar
Nagrota Bagwan,32.10721,76.37657,5900,Himachal Pradesh,Kangra
Kharupatia,26.51839,92.14722,18599,Assam,Darrang
Kharsia,21.98953,83.10476,18939,Chhattisgarh,Raigarh
Kharsawan,22.79093,85.83102,7216,Jharkhand,Saraikela
Kharora,21.40097,81.92757,9236,Chhattisgarh,Raipur
Kharod,21.7442,82.5788,10193,Chhattisgarh,Janjgir-Champa
Kharkhauda,28.8787,76.91069,25051,Haryana,Sonipat
Kharkhauda,28.83644,77.74159,13189,Uttar Pradesh,Meerut
Kharhial,20.28845,82.7606,15087,Odisha,Nuapada
Khargupur,27.37611,81.9882,9576,Uttar Pradesh,Gonda
Khargone,21.82292,75.61394,116150,Madhya Pradesh,Khargone
Khargapur,24.823,79.144,14813,Madhya Pradesh,Tikamgarh
Kharela,25.54277,79.81235,13798,Uttar Pradesh,Mahoba
Khardi,19.58763,73.38195,5579,Maharashtra,Thane
Khardah,22.71861,88.37806,128346,West Bengal,North 24 Parganas
Kharar,30.74632,76.64689,74460,Punjab,Ajitgarh
Kharar,22.72211,87.67824,12049,West Bengal,Paschim Medinipur
Kharakvasla,18.43997,73.77545,78684,Maharashtra,Pune Division
Kharagpur,25.12446,86.55578,31385,Bihar,Munger
Kharagpur,22.33971,87.32501,219665,West Bengal,Paschim Medinipur
Khapa,21.42243,78.98168,15175,Maharashtra,Nagpur Division
Khanpur,28.53446,78.06546,14688,Uttar Pradesh,Bulandshahr
Khanpur,24.73241,76.39601,14854,Rajasthan,Jhalawar District
Khanna,30.70547,76.22196,128137,Punjab,Ludhiana
Khaniadhana,25.02983,78.12709,15877,Madhya Pradesh,Shivpuri
Khandwa,21.82427,76.35086,200738,Madhya Pradesh,Khandwa district
Khandpara,20.26436,85.17673,9038,Odisha,Nayagarh District
Khandela,27.60499,75.502,29044,Rajasthan,Sikar District
Khanapur,15.63969,74.50847,19309,Karnataka,Belgaum
Khammam,17.24767,80.14368,196283,Telangana,Khammam
Khamharia,20.976,82.25116,6998,Chhattisgarh,Mahasamund
Khamgaon,20.70738,76.56827,94604,Maharashtra,Buldhana
Khambhat,22.31744,72.61916,99164,Gujarat,Anand
Khambhaliya,22.20685,69.65031,41734,Gujarat,Devbhumi Dwarka
Khamaria,23.22558,79.88007,15019,Madhya Pradesh,Jabalpur
Khamanon Kalan,30.81725,76.35478,10135,Punjab,Fatehgarh Sahib
Khallikot,19.60908,85.08609,13022,Odisha,Ganjam
Khalilabad,26.77268,83.07179,45321,Uttar Pradesh,Sant Kabir Nagar
Khali Kachigam,20.38333,72.86667,18434,Dadra and Nagar Haveli and Daman and Diu,Daman District
Khalari,23.65063,85.00744,20010,Jharkhand,Ranchi
Khajuraho Group of Monuments,24.84809,79.93351,25662,Madhya Pradesh,Chhatarpur
Khairagarh,26.94352,77.81816,20095,Uttar Pradesh,Agra
Khairagarh,21.41859,80.97942,22564,Chhattisgarh,Khairgarh Chhuikhadan Gandai
Khairabad,27.52698,80.75461,42125,Uttar Pradesh,Sitapur
Khairabad,24.6596,75.93067,11993,Rajasthan,Kota
Khair,27.94195,77.84243,30173,Uttar Pradesh,Aligarh
Khailar,25.34127,78.53133,13334,Uttar Pradesh,Jhansi
Khagaul,25.57898,85.04564,51577,Bihar,Patna
Khagaria,25.5022,86.46708,49982,Bihar,Khagaria
Khaga,25.77215,81.10393,13338,Uttar Pradesh,Fatehpur
Khadki,18.5635,73.85205,75654,Maharashtra,Pune Division
Khada,27.18333,83.88333,16350,Uttar Pradesh,Kushinagar
Khachrod,23.42322,75.28185,34191,Madhya Pradesh,Ujjain
Kaithoon,25.12407,75.97218,24260,Rajasthan,Kota
Keskal,20.0836,81.58675,11115,Chhattisgarh,Kondagaon
